,epsilon,a3,Barrier,Sh.Cor,Eldm,dU(N),dU(P),dP(N),dP(P),BC,BS
9633,0.8500000000000001,0.076,8.6967,,,,,,,,
9780,0.86,0.168,13.454,,,,,,,,
9490,0.8300000000000001,0.194,18.1265,,,,,,,,
8337,0.7200000000000001,0.11,14.9296,,,,,,,,
10019,0.89,0.04,-15.2214,,,,,,,,
8813,0.77,0.052000000000000005,12.8352,,,,,,,,
8636,0.75,0.10200000000000001,13.5887,,,,,,,,
7074,0.6000000000000001,0.008,17.2425,,,,,,,,
9165,0.8,0.15,15.9069,,,,,,,,
9614,0.8500000000000001,0.038,2.4195,,,,,,,,
8089,0.7000000000000001,0.018000000000000002,18.5622,,,,,,,,
7781,0.67,0.008,18.9882,,,,,,,,
9746,0.86,0.1,10.1507,,,,,,,,
7294,0.62,0.044,16.4263,,,,,,,,
10104,0.9,0.008,-21.5205,,,,,,,,
4755,0.37,0.016,7.9981,,,,,,,,
10030,0.89,0.062,-14.2616,,,,,,,,
9806,0.87,0.018000000000000002,-2.922,,,,,,,,
9639,0.8500000000000001,0.088,10.4972,,,,,,,,
4502,0.33999999999999997,0.116,16.3905,,,,,,,,
2628,0.16,0.004,19.9433,,,,,,,,
9744,0.86,0.096,9.6241,,,,,,,,
8290,0.7200000000000001,0.016,17.9001,,,,,,,,
3232,0.22,0.0,19.0048,,,,,,,,
9672,0.8500000000000001,0.154,15.8573,,,,,,,,
9982,0.88,0.168,5.2142,,,,,,,,
5230,0.41000000000000003,0.158,21.932,,,,,,,,
5329,0.42000000000000004,0.154,21.9427,,,,,,,,
9721,0.86,0.05,1.7049,,,,,,,,
4775,0.37,0.056,10.4357,,,,,,,,
9400,0.8300000000000001,0.014,5.8276,,,,,,,,
8990,0.79,0.002,14.2807,,,,,,,,
9842,0.87,0.09,5.7352,,,,,,,,
9901,0.88,0.006,-6.5071,,,,,,,,
9937,0.88,0.078,-1.7612,,,,,,,,
9190,0.8,0.2,18.145,,,,,,,,
9841,0.87,0.088,5.4881,,,,,,,,
4164,0.31000000000000005,0.046,11.4014,,,,,,,,
9470,0.8300000000000001,0.154,17.6245,,,,,,,,
8205,0.7100000000000001,0.048,15.8901,,,,,,,,
8707,0.76,0.042,14.371,,,,,,,,
9647,0.8500000000000001,0.10400000000000001,13.6737,,,,,,,,
586,-0.05,0.162,21.1172,,,,,,,,
9108,0.8,0.036000000000000004,11.4949,,,,,,,,
9597,0.8500000000000001,0.004,1.7239,,,,,,,,
9385,0.8200000000000001,0.186,17.3343,,,,,,,,
9580,0.8400000000000001,0.17200000000000001,17.1813,,,,,,,,
9240,0.81,0.098,13.0134,,,,,,,,
9774,0.86,0.156,13.3529,,,,,,,,
9050,0.79,0.122,14.2411,,,,,,,,
9750,0.86,0.108,11.1019,,,,,,,,
8404,0.7300000000000001,0.042,16.2613,,,,,,,,
10141,0.9,0.082,-17.2298,,,,,,,,
9972,0.88,0.148,4.2384,,,,,,,,
9613,0.8500000000000001,0.036000000000000004,2.2451,,,,,,,,
1116,0.009999999999999995,0.01,14.5904,,,,,,,,
10080,0.89,0.162,-3.5647,,,,,,,,
1127,0.009999999999999995,0.032,14.6975,,,,,,,,
9793,0.86,0.194,14.1887,,,,,,,,
9691,0.8500000000000001,0.192,16.5867,,,,,,,,
10197,0.9,0.194,-7.3688,,,,,,,,
9953,0.88,0.11,2.2651,,,,,,,,
9866,0.87,0.138,9.4924,,,,,,,,
9399,0.8300000000000001,0.012,5.8624,,,,,,,,
9303,0.8200000000000001,0.022,7.6164,,,,,,,,
9930,0.88,0.064,-3.5472,,,,,,,,
1844,0.07999999999999999,0.052000000000000005,16.4091,,,,,,,,
9511,0.8400000000000001,0.034,4.9608,,,,,,,,
3898,0.28,0.12,17.504,,,,,,,,
1330,0.03,0.034,14.7734,,,,,,,,
9593,0.8400000000000001,0.198,17.8525,,,,,,,,
3340,0.23,0.014,18.238,,,,,,,,
9308,0.8200000000000001,0.032,7.6362,,,,,,,,
2245,0.12,0.046,18.1732,,,,,,,,
10177,0.9,0.154,-7.9302,,,,,,,,
249,-0.08,0.094,18.2853,,,,,,,,
10069,0.89,0.14,-4.0789,,,,,,,,
9203,0.81,0.024,10.7131,,,,,,,,
9798,0.87,0.002,-2.1878,,,,,,,,
4108,0.30000000000000004,0.136,18.1849,,,,,,,,
10096,0.89,0.194,-2.8223,,,,,,,,
10027,0.89,0.056,-14.2996,,,,,,,,
10010,0.89,0.022,-15.6989,,,,,,,,
9891,0.87,0.188,10.5227,,,,,,,,
9995,0.88,0.194,5.9912,,,,,,,,
10041,0.89,0.084,-11.5951,,,,,,,,
9968,0.88,0.14,4.0263,,,,,,,,
10000,0.89,0.002,-15.8113,,,,,,,,
10029,0.89,0.06,-14.4796,,,,,,,,
10008,0.89,0.018000000000000002,-15.7121,,,,,,,,
9917,0.88,0.038,-6.6228,,,,,,,,
10147,0.9,0.094,-16.0667,,,,,,,,
9945,0.88,0.094,0.5794,,,,,,,,
10054,0.89,0.11,-7.7094,,,,,,,,
3439,0.24000000000000002,0.01,17.3346,,,,,,,,
4060,0.30000000000000004,0.04,11.8503,,,,,,,,
9763,0.86,0.134,12.9815,,,,,,,,
2932,0.18999999999999997,0.006,20.1421,,,,,,,,
9730,0.86,0.068,5.0989,,,,,,,,
3656,0.26,0.04,15.5499,,,,,,,,
9821,0.87,0.048,-0.5418,,,,,,,,
9683,0.8500000000000001,0.176,16.5,,,,,,,,
4790,0.37,0.08600000000000001,13.4905,,,,,,,,
9695,0.8500000000000001,0.2,16.2676,,,,,,,,
2937,0.18999999999999997,0.016,20.0929,,,,,,,,
3446,0.24000000000000002,0.024,17.3584,,,,,,,,
9740,0.86,0.088,7.9819,,,,,,,,
9894,0.87,0.194,10.6482,,,,,,,,
10097,0.89,0.196,-2.7112,,,,,,,,
9965,0.88,0.134,3.8077,,,,,,,,
10188,0.9,0.176,-7.4546,,,,,,,,
9915,0.88,0.034,-5.8821,,,,,,,,
10068,0.89,0.138,-4.1494,,,,,,,,
9797,0.87,0.0,-1.4773,,,,,,,,
9956,0.88,0.116,2.7957,,,,,,,,
10047,0.89,0.096,-8.8825,,,,,,,,
9913,0.88,0.03,-5.9802,,,,,,,,
10155,0.9,0.11,-12.8263,,,,,,,,
9860,0.87,0.126,9.067,,,,,,,,
10148,0.9,0.096,-15.5312,,,,,,,,
9888,0.87,0.182,10.4218,,,,,,,,
9918,0.88,0.04,-6.5238,,,,,,,,
9916,0.88,0.036000000000000004,-5.8326,,,,,,,,
9898,0.88,0.0,-6.5305,,,,,,,,
9985,0.88,0.17400000000000002,5.2188,,,,,,,,
10017,0.89,0.036000000000000004,-15.2787,,,,,,,,
9879,0.87,0.164,9.6402,,,,,,,,
10049,0.89,0.1,-8.5025,,,,,,,,
9902,0.88,0.008,-6.4885,,,,,,,,
10105,0.9,0.01,-22.3248,,,,,,,,
10014,0.89,0.03,-15.3928,,,,,,,,
10121,0.9,0.042,-20.5076,,,,,,,,
9920,0.88,0.044,-6.2959,,,,,,,,
9922,0.88,0.048,-6.0238,,,,,,,,
10106,0.9,0.012,-21.3441,,,,,,,,
10173,0.9,0.146,-8.162,,,,,,,,
10179,0.9,0.158,-7.8314,,,,,,,,
10159,0.9,0.11800000000000001,-11.1629,,,,,,,,
9816,0.87,0.038,-1.5782,,,,,,,,
10007,0.89,0.016,-15.7146,,,,,,,,
10033,0.89,0.068,-13.5595,,,,,,,,
10036,0.89,0.074,-12.8167,,,,,,,,
10002,0.89,0.006,-16.4407,,,,,,,,
10037,0.89,0.076,-12.5673,,,,,,,,
10098,0.89,0.198,-2.6515,,,,,,,,
9899,0.88,0.002,-6.5279,,,,,,,,
10039,0.89,0.08,-12.0738,,,,,,,,
9934,0.88,0.07200000000000001,-2.5249,,,,,,,,
10100,0.9,0.0,-21.4792,,,,,,,,
10038,0.89,0.078,-12.3201,,,,,,,,
10063,0.89,0.128,-5.9512,,,,,,,,
10040,0.89,0.082,-11.831,,,,,,,,
9904,0.88,0.012,-6.4331,,,,,,,,
9864,0.87,0.134,9.3913,,,,,,,,
10074,0.89,0.15,-3.8476,,,,,,,,
9586,0.8400000000000001,0.184,17.4897,,,,,,,,
9757,0.86,0.122,12.3359,,,,,,,,
9489,0.8300000000000001,0.192,18.0775,,,,,,,,
10023,0.89,0.048,-14.8686,,,,,,,,
9854,0.87,0.114,8.118,,,,,,,,
9794,0.86,0.196,14.209,,,,,,,,
9482,0.8300000000000001,0.178,17.7371,,,,,,,,
10200,0.9,0.2,-7.2675,,,,,,,,
9863,0.87,0.132,9.3222,,,,,,,,
9983,0.88,0.17,5.2139,,,,,,,,
9999,0.89,0.0,-15.7965,,,,,,,,
10298,0.9,0.155,-7.8536,5.1147,-12.968,2.374,4.226,-0.948,-0.537,0.813,1.277
10292,0.9,0.022,-21.2253,-2.4793,-18.746,-3.555,-0.042,0.792,0.326,0.808,1.276
10260,0.456,0.2,24.0693,4.5176,19.552,2.685,3.257,-0.548,-0.876,0.957,1.1
10257,0.456,0.133,21.0811,4.6989,16.382,2.396,3.301,-0.049,-0.948,0.961,1.089
10268,0.567,0.155,20.4495,2.4442,18.005,0.342,2.34,0.051,-0.289,0.938,1.128
10204,-0.1,0.067,17.0953,4.4169,12.678,2.4,3.114,-0.174,-0.923,0.994,1.031
10295,0.9,0.089,-16.6158,0.2385,-16.854,0.924,-1.356,-0.268,0.937,0.809,1.276
10265,0.567,0.089,16.7519,1.053,15.699,0.896,0.751,-0.463,-0.13,0.941,1.12
10294,0.9,0.067,-18.4615,-0.7343,-17.727,-0.394,-0.747,0.201,0.206,0.808,1.276
10237,0.233,0.133,18.32,3.9241,14.396,2.832,2.762,-0.94,-0.73,0.985,1.048
10220,0.011,0.2,21.4488,2.8477,18.601,2.522,0.362,-0.615,0.579,0.989,1.049
10300,0.9,0.2,-7.2293,2.2993,-9.529,0.204,3.189,-0.432,-0.662,0.816,1.278
10276,0.678,0.111,15.0431,-0.9228,15.966,-1.404,-0.029,0.141,0.37,0.909,1.171
10203,-0.1,0.044,16.4733,4.3583,12.115,2.46,2.833,-0.232,-0.703,0.994,1.029
10207,-0.1,0.133,20.2294,4.5554,15.674,2.891,3.692,-0.531,-1.496,0.991,1.04
10253,0.456,0.044,11.8516,-2.1611,14.013,-1.519,-1.874,0.53,0.702,0.963,1.081
10231,0.233,0.0,17.9558,6.6046,11.351,3.613,4.426,-0.514,-0.92,0.988,1.038
10223,0.122,0.044,18.2844,7.2417,11.043,5.342,4.743,-1.656,-1.187,0.993,1.029
10263,0.567,0.044,15.738,0.9058,14.832,1.319,0.598,-0.381,-0.63,0.942,1.117
10208,-0.1,0.155,21.6249,4.5346,17.09,3.033,3.274,-0.585,-1.186,0.99,1.044
10285,0.789,0.089,12.8565,0.1593,12.697,-0.752,1.131,-0.155,-0.065,0.866,1.235
9466,0.8300000000000001,0.146,16.4236,,,,,,,,
6875,0.5800000000000001,0.014,16.2798,,,,,,,,
9358,0.8200000000000001,0.132,15.3553,,,,,,,,
3939,0.29000000000000004,0.0,12.0266,,,,,,,,
4553,0.35,0.016,8.4293,,,,,,,,
4752,0.37,0.01,7.8537,,,,,,,,
9755,0.86,0.11800000000000001,12.0419,,,,,,,,
9570,0.8400000000000001,0.152,16.9856,,,,,,,,
9003,0.79,0.028,13.1626,,,,,,,,
9810,0.87,0.026000000000000002,-2.5281,,,,,,,,
597,-0.05,0.184,22.6277,,,,,,,,
1108,0.0,0.196,21.5897,,,,,,,,
8701,0.76,0.03,15.0704,,,,,,,,
9259,0.81,0.136,15.1243,,,,,,,,
10087,0.89,0.176,-3.1357,,,,,,,,
10095,0.89,0.192,-2.7675,,,,,,,,
9811,0.87,0.028,-2.3997,,,,,,,,
917,-0.010000000000000009,0.016,14.9397,,,,,,,,
453,-0.060000000000000005,0.098,18.1136,,,,,,,,
1627,0.06,0.022,15.5772,,,,,,,,
3738,0.27,0.002,14.1287,,,,,,,,
4105,0.30000000000000004,0.13,17.7862,,,,,,,,
10032,0.89,0.066,-13.8004,,,,,,,,
9912,0.88,0.028,-5.996,,,,,,,,
10085,0.89,0.17200000000000001,-3.4387,,,,,,,,
10026,0.89,0.054,-14.4618,,,,,,,,
9933,0.88,0.07,-2.782,,,,,,,,
10150,0.9,0.1,-15.0596,,,,,,,,
9760,0.86,0.128,12.6975,,,,,,,,
3042,0.19999999999999998,0.024,19.8506,,,,,,,,
9896,0.87,0.198,10.7488,,,,,,,,
9897,0.87,0.2,10.8044,,,,,,,,
10091,0.89,0.184,-2.9602,,,,,,,,
9604,0.8500000000000001,0.018000000000000002,1.8949,,,,,,,,
9784,0.86,0.176,13.868,,,,,,,,
10050,0.89,0.10200000000000001,-8.3108,,,,,,,,
9921,0.88,0.046,-6.1654,,,,,,,,
9919,0.88,0.042,-6.4154,,,,,,,,
10011,0.89,0.024,-15.6871,,,,,,,,
9900,0.88,0.004,-6.5202,,,,,,,,
10101,0.9,0.002,-21.4816,,,,,,,,
9936,0.88,0.076,-2.0135,,,,,,,,
10099,0.89,0.2,-2.5895,,,,,,,,
9935,0.88,0.074,-2.2687,,,,,,,,
10102,0.9,0.004,-21.4899,,,,,,,,
9962,0.88,0.128,3.5146,,,,,,,,
10212,0.011,0.022,14.6275,3.8314,10.796,1.811,2.276,0.118,-0.373,0.995,1.025
10283,0.789,0.044,11.3536,-0.4207,11.774,0.152,-1.387,0.389,0.425,0.866,1.234
10215,0.011,0.089,15.6773,3.3674,12.31,1.638,1.975,0.121,-0.367,0.994,1.03
10213,0.011,0.044,14.8058,3.7051,11.101,1.733,2.183,0.141,-0.351,0.995,1.026
10210,-0.1,0.2,24.761,4.2537,20.507,3.242,2.459,-0.701,-0.746,0.987,1.054
8336,0.7200000000000001,0.108,14.9075,,,,,,,,
9845,0.87,0.096,6.4422,,,,,,,,
9873,0.87,0.152,9.4214,,,,,,,,
9417,0.8300000000000001,0.048,7.1185,,,,,,,,
7779,0.67,0.004,19.0587,,,,,,,,
9950,0.88,0.10400000000000001,1.6742,,,,,,,,
9104,0.8,0.028,11.5682,,,,,,,,
9263,0.81,0.14400000000000002,15.6015,,,,,,,,
1092,0.0,0.164,19.4527,,,,,,,,
1431,0.04000000000000001,0.034,14.9321,,,,,,,,
9893,0.87,0.192,10.603,,,,,,,,
9911,0.88,0.026000000000000002,-6.0778,,,,,,,,
10071,0.89,0.14400000000000002,-3.965,,,,,,,,
2869,0.18000000000000002,0.082,18.812,,,,,,,,
3440,0.24000000000000002,0.012,17.3367,,,,,,,,
9799,0.87,0.004,-2.1973,,,,,,,,
10109,0.9,0.018000000000000002,-21.3239,,,,,,,,
9886,0.87,0.178,10.3659,,,,,,,,
10062,0.89,0.126,-6.1031,,,,,,,,
10164,0.9,0.128,-8.6519,,,,,,,,
9884,0.87,0.17400000000000002,10.4705,,,,,,,,
9582,0.8400000000000001,0.176,17.28,,,,,,,,
10192,0.9,0.184,-7.3143,,,,,,,,
10293,0.9,0.044,-20.3241,-1.9627,-18.361,-1.517,-1.046,0.061,0.539,0.808,1.276
10232,0.233,0.022,17.9562,6.5188,11.437,3.655,4.328,-0.584,-0.88,0.988,1.038
3444,0.24000000000000002,0.02,17.3493,,,,,,,,
10291,0.9,0.0,-21.4152,-2.5402,-18.875,-4.069,1.644,0.71,-0.825,0.807,1.276
2735,0.17,0.016,20.0404,,,,,,,,
