,epsilon,a3,Barrier,Sh.Cor,Eldm,dU(N),dU(P),dP(N),dP(P),BC,BS
10257,0.456,0.133,21.0811,4.6989,16.382,2.396,3.301,-0.049,-0.948,0.961,1.089
9712,0.86,0.032,-0.7703,,,,,,,,
10194,0.9,0.188,-7.2424,,,,,,,,
9800,0.87,0.006,-1.6924,,,,,,,,
8930,0.78,0.084,13.1114,,,,,,,,
8687,0.76,0.002,16.2099,,,,,,,,
8717,0.76,0.062,14.1784,,,,,,,,
8721,0.76,0.07,13.8063,,,,,,,,
9128,0.8,0.076,11.7398,,,,,,,,
9284,0.81,0.186,17.1597,,,,,,,,
8897,0.78,0.018000000000000002,14.232,,,,,,,,
9995,0.88,0.194,5.9912,,,,,,,,
9937,0.88,0.078,-1.7612,,,,,,,,
4758,0.37,0.022,8.2062,,,,,,,,
9863,0.87,0.132,9.3222,,,,,,,,
5056,0.4,0.012,7.9572,,,,,,,,
9282,0.81,0.182,17.3929,,,,,,,,
4243,0.31999999999999995,0.002,9.5705,,,,,,,,
5475,0.44000000000000006,0.042,10.9919,,,,,,,,
4344,0.32999999999999996,0.002,9.0123,,,,,,,,
4141,0.31000000000000005,0.0,10.2623,,,,,,,,
9099,0.8,0.018000000000000002,12.1811,,,,,,,,
9194,0.81,0.006,11.0902,,,,,,,,
9567,0.8400000000000001,0.146,16.8596,,,,,,,,
9825,0.87,0.056,0.3439,,,,,,,,
10047,0.89,0.096,-8.8825,,,,,,,,
9908,0.88,0.02,-6.2946,,,,,,,,
9454,0.8300000000000001,0.122,14.9525,,,,,,,,
9640,0.8500000000000001,0.09,10.7996,,,,,,,,
9791,0.86,0.19,14.4652,,,,,,,,
9430,0.8300000000000001,0.074,9.7246,,,,,,,,
9577,0.8400000000000001,0.166,17.274,,,,,,,,
10141,0.9,0.082,-17.2298,,,,,,,,
9914,0.88,0.032,-5.9236,,,,,,,,
9398,0.8300000000000001,0.01,5.897,,,,,,,,
3257,0.22,0.05,18.8,,,,,,,,
9690,0.8500000000000001,0.19,16.5436,,,,,,,,
10062,0.89,0.126,-6.1031,,,,,,,,
2952,0.18999999999999997,0.046,19.6975,,,,,,,,
2932,0.18999999999999997,0.006,20.1421,,,,,,,,
9591,0.8400000000000001,0.194,17.7538,,,,,,,,
4980,0.39,0.062,11.2121,,,,,,,,
3552,0.25,0.034,16.4569,,,,,,,,
10033,0.89,0.068,-13.5595,,,,,,,,
4172,0.31000000000000005,0.062,12.3063,,,,,,,,
9990,0.88,0.184,5.5351,,,,,,,,
2941,0.18999999999999997,0.024,20.022,,,,,,,,
5412,0.43000000000000005,0.11800000000000001,19.2508,,,,,,,,
10123,0.9,0.046,-20.2925,,,,,,,,
4298,0.31999999999999995,0.112,16.0576,,,,,,,,
9810,0.87,0.026000000000000002,-2.5281,,,,,,,,
5236,0.41000000000000003,0.17,22.532,,,,,,,,
2327,0.13,0.008,19.0516,,,,,,,,
9409,0.8300000000000001,0.032,6.2685,,,,,,,,
2056,0.1,0.07200000000000001,17.016,,,,,,,,
1833,0.07999999999999999,0.03,16.5148,,,,,,,,
1931,0.09,0.024,17.0632,,,,,,,,
4676,0.36,0.06,10.7941,,,,,,,,
4167,0.31000000000000005,0.052000000000000005,11.7118,,,,,,,,
5289,0.42000000000000004,0.074,13.5501,,,,,,,,
1840,0.07999999999999999,0.044,16.4479,,,,,,,,
4778,0.37,0.062,10.9836,,,,,,,,
9841,0.87,0.088,5.4881,,,,,,,,
1951,0.09,0.064,16.7441,,,,,,,,
10011,0.89,0.024,-15.6871,,,,,,,,
9642,0.8500000000000001,0.094,11.3918,,,,,,,,
694,-0.04000000000000001,0.176,21.7061,,,,,,,,
9958,0.88,0.12,3.1143,,,,,,,,
4034,0.29000000000000004,0.19,20.4125,,,,,,,,
9961,0.88,0.126,3.397,,,,,,,,
9788,0.86,0.184,14.6136,,,,,,,,
9005,0.79,0.032,11.8925,,,,,,,,
10012,0.89,0.026000000000000002,-15.672,,,,,,,,
7934,0.68,0.112,15.0971,,,,,,,,
4638,0.35,0.186,21.5122,,,,,,,,
3397,0.23,0.128,18.2871,,,,,,,,
10007,0.89,0.016,-15.7146,,,,,,,,
9212,0.81,0.042,10.1974,,,,,,,,
9856,0.87,0.11800000000000001,8.5981,,,,,,,,
10090,0.89,0.182,-3.0049,,,,,,,,
8258,0.7100000000000001,0.154,16.7381,,,,,,,,
3390,0.23,0.114,18.225,,,,,,,,
9645,0.8500000000000001,0.1,13.1423,,,,,,,,
7845,0.67,0.136,16.3631,,,,,,,,
10016,0.89,0.034,-15.3245,,,,,,,,
9868,0.87,0.14200000000000002,9.5929,,,,,,,,
3601,0.25,0.132,18.2808,,,,,,,,
10191,0.9,0.182,-7.3494,,,,,,,,
9507,0.8400000000000001,0.026000000000000002,3.9059,,,,,,,,
132,-0.09000000000000001,0.062,17.1453,,,,,,,,
9721,0.86,0.05,1.7049,,,,,,,,
9419,0.8300000000000001,0.052000000000000005,7.4437,,,,,,,,
450,-0.060000000000000005,0.092,17.903,,,,,,,,
3537,0.25,0.004,16.3116,,,,,,,,
9603,0.8500000000000001,0.016,1.8863,,,,,,,,
9924,0.88,0.052000000000000005,-5.7059,,,,,,,,
10085,0.89,0.17200000000000001,-3.4387,,,,,,,,
9522,0.8400000000000001,0.056,6.6101,,,,,,,,
10000,0.89,0.002,-15.8113,,,,,,,,
9695,0.8500000000000001,0.2,16.2676,,,,,,,,
10043,0.89,0.088,-11.1332,,,,,,,,
9714,0.86,0.036000000000000004,-0.4228,,,,,,,,
10179,0.9,0.158,-7.8314,,,,,,,,
9576,0.8400000000000001,0.164,17.2304,,,,,,,,
10017,0.89,0.036000000000000004,-15.2787,,,,,,,,
9893,0.87,0.192,10.603,,,,,,,,
10098,0.89,0.198,-2.6515,,,,,,,,
9826,0.87,0.058,0.6073,,,,,,,,
9744,0.86,0.096,9.6241,,,,,,,,
9689,0.8500000000000001,0.188,16.4997,,,,,,,,
9421,0.8300000000000001,0.056,7.7744,,,,,,,,
10108,0.9,0.016,-21.3337,,,,,,,,
9193,0.81,0.004,11.1157,,,,,,,,
9315,0.8200000000000001,0.046,8.4828,,,,,,,,
9931,0.88,0.066,-3.2942,,,,,,,,
9930,0.88,0.064,-3.5472,,,,,,,,
10149,0.9,0.098,-15.2935,,,,,,,,
9749,0.86,0.106,10.8784,,,,,,,,
10009,0.89,0.02,-15.7071,,,,,,,,
9726,0.86,0.06,3.6102,,,,,,,,
10190,0.9,0.18,-7.3844,,,,,,,,
10060,0.89,0.122,-6.3696,,,,,,,,
9494,0.8400000000000001,0.0,3.8309,,,,,,,,
9729,0.86,0.066,4.8469,,,,,,,,
5656,0.4600000000000001,0.0,10.0751,,,,,,,,
10086,0.89,0.17400000000000002,-3.1768,,,,,,,,
9932,0.88,0.068,-3.0388,,,,,,,,
9834,0.87,0.074,3.0967,,,,,,,,
10076,0.89,0.154,-3.636,,,,,,,,
10097,0.89,0.196,-2.7112,,,,,,,,
9896,0.87,0.198,10.7488,,,,,,,,
10019,0.89,0.04,-15.2214,,,,,,,,
10109,0.9,0.018000000000000002,-21.3239,,,,,,,,
10176,0.9,0.152,-7.9828,,,,,,,,
10175,0.9,0.15,-8.0385,,,,,,,,
10029,0.89,0.06,-14.4796,,,,,,,,
10118,0.9,0.036000000000000004,-21.0004,,,,,,,,
9897,0.87,0.2,10.8044,,,,,,,,
9821,0.87,0.048,-0.5418,,,,,,,,
10198,0.9,0.196,-7.3382,,,,,,,,
9819,0.87,0.044,-0.9806,,,,,,,,
10119,0.9,0.038,-20.9199,,,,,,,,
9701,0.86,0.01,-1.9559,,,,,,,,
10004,0.89,0.01,-15.72,,,,,,,,
10166,0.9,0.132,-8.483,,,,,,,,
10061,0.89,0.124,-6.1981,,,,,,,,
9950,0.88,0.10400000000000001,1.6742,,,,,,,,
10022,0.89,0.046,-14.9734,,,,,,,,
10071,0.89,0.14400000000000002,-3.965,,,,,,,,
9892,0.87,0.19,10.5611,,,,,,,,
9939,0.88,0.082,-0.8673,,,,,,,,
9984,0.88,0.17200000000000001,5.2155,,,,,,,,
10069,0.89,0.14,-4.0789,,,,,,,,
9902,0.88,0.008,-6.4885,,,,,,,,
9921,0.88,0.046,-6.1654,,,,,,,,
10037,0.89,0.076,-12.5673,,,,,,,,
10083,0.89,0.168,-3.4979,,,,,,,,
10273,0.678,0.044,16.8132,2.3667,14.446,1.475,1.249,-0.157,-0.2,0.91,1.167
10267,0.567,0.133,19.2522,2.1424,17.11,0.519,1.907,-0.187,-0.097,0.939,1.125
10260,0.456,0.2,24.0693,4.5176,19.552,2.685,3.257,-0.548,-0.876,0.957,1.1
10235,0.233,0.089,18.0644,5.3439,12.72,3.507,3.601,-0.887,-0.878,0.987,1.042
10292,0.9,0.022,-21.2253,-2.4793,-18.746,-3.555,-0.042,0.792,0.326,0.808,1.276
10268,0.567,0.155,20.4495,2.4442,18.005,0.342,2.34,0.051,-0.289,0.938,1.128
10265,0.567,0.089,16.7519,1.053,15.699,0.896,0.751,-0.463,-0.13,0.941,1.12
10282,0.789,0.022,13.5868,2.0469,11.54,3.109,-1.057,-0.545,0.54,0.866,1.233
10205,-0.1,0.089,17.9421,4.4799,13.462,2.42,3.434,-0.178,-1.196,0.993,1.033
10210,-0.1,0.2,24.761,4.2537,20.507,3.242,2.459,-0.701,-0.746,0.987,1.054
10284,0.789,0.067,12.0302,-0.1317,12.162,-0.188,-0.137,0.04,0.154,0.866,1.234
10255,0.456,0.089,16.5882,1.6752,14.913,0.557,0.301,0.368,0.45,0.962,1.084
10209,-0.1,0.178,23.145,4.4412,18.704,3.112,2.835,-0.592,-0.913,0.989,1.048
10298,0.9,0.155,-7.8536,5.1147,-12.968,2.374,4.226,-0.948,-0.537,0.813,1.277
10271,0.678,0.0,19.1135,4.9622,14.151,5.307,2.342,-2.107,-0.58,0.91,1.166
10261,0.567,0.0,15.7239,1.1838,14.54,2.485,-0.465,-0.863,0.027,0.942,1.116
10263,0.567,0.044,15.738,0.9058,14.832,1.319,0.598,-0.381,-0.63,0.942,1.117
10228,0.122,0.155,17.0853,1.9672,15.118,1.275,0.767,-0.16,0.085,0.989,1.042
10215,0.011,0.089,15.6773,3.3674,12.31,1.638,1.975,0.121,-0.367,0.994,1.03
10219,0.011,0.178,19.9589,2.9621,16.997,2.315,0.644,-0.443,0.447,0.99,1.044
10243,0.344,0.044,9.8407,-2.9583,12.799,-1.797,-2.053,0.278,0.614,0.978,1.056
10280,0.678,0.2,19.6346,-0.1209,19.755,-0.419,0.265,-0.011,0.043,0.907,1.181
10223,0.122,0.044,18.2844,7.2417,11.043,5.342,4.743,-1.656,-1.187,0.993,1.029
10246,0.344,0.111,15.9086,1.447,14.462,0.402,1.034,0.115,-0.104,0.976,1.061
8190,0.7100000000000001,0.018000000000000002,18.5198,,,,,,,,
9661,0.8500000000000001,0.132,16.2834,,,,,,,,
9944,0.88,0.092,0.3003,,,,,,,,
9777,0.86,0.162,13.4856,,,,,,,,
707,-0.03,0.0,15.5354,,,,,,,,
10127,0.9,0.054,-19.7289,,,,,,,,
1717,0.07,0.0,16.0615,,,,,,,,
9761,0.86,0.13,12.7999,,,,,,,,
9617,0.8500000000000001,0.044,3.3502,,,,,,,,
10103,0.9,0.006,-21.503,,,,,,,,
1115,0.009999999999999995,0.008,14.5863,,,,,,,,
411,-0.060000000000000005,0.014,16.4846,,,,,,,,
9644,0.8500000000000001,0.098,11.9655,,,,,,,,
4583,0.35,0.076,12.3036,,,,,,,,
10035,0.89,0.07200000000000001,-13.0666,,,,,,,,
2224,0.12,0.004,18.6548,,,,,,,,
3837,0.27,0.2,20.2596,,,,,,,,
2931,0.18999999999999997,0.004,20.1466,,,,,,,,
10053,0.89,0.108,-7.9205,,,,,,,,
9973,0.88,0.15,4.2831,,,,,,,,
4157,0.31000000000000005,0.032,10.8172,,,,,,,,
9957,0.88,0.11800000000000001,2.9588,,,,,,,,
198,-0.09000000000000001,0.194,24.2589,,,,,,,,
9394,0.8300000000000001,0.002,5.292,,,,,,,,
1552,0.04999999999999999,0.074,15.4776,,,,,,,,
3838,0.28,0.0,13.0501,,,,,,,,
9895,0.87,0.196,10.6968,,,,,,,,
8387,0.7300000000000001,0.008,16.9893,,,,,,,,
1485,0.04000000000000001,0.14200000000000002,17.3419,,,,,,,,
8993,0.79,0.008,14.1778,,,,,,,,
9636,0.8500000000000001,0.082,9.5909,,,,,,,,
9092,0.8,0.004,11.9375,,,,,,,,
7549,0.64,0.15,17.6141,,,,,,,,
9102,0.8,0.024,11.8217,,,,,,,,
3638,0.26,0.004,15.23,,,,,,,,
3338,0.23,0.01,18.2403,,,,,,,,
3241,0.22,0.018000000000000002,18.976,,,,,,,,
9803,0.87,0.012,-3.0867,,,,,,,,
2929,0.18999999999999997,0.0,20.1503,,,,,,,,
9901,0.88,0.006,-6.5071,,,,,,,,
10183,0.9,0.166,-7.6538,,,,,,,,
10005,0.89,0.012,-15.718,,,,,,,,
9780,0.86,0.168,13.454,,,,,,,,
10151,0.9,0.10200000000000001,-14.8312,,,,,,,,
9770,0.86,0.148,13.4289,,,,,,,,
9884,0.87,0.17400000000000002,10.4705,,,,,,,,
9755,0.86,0.11800000000000001,12.0419,,,,,,,,
10135,0.9,0.07,-18.1398,,,,,,,,
10042,0.89,0.08600000000000001,-11.3618,,,,,,,,
9832,0.87,0.07,2.5919,,,,,,,,
9748,0.86,0.10400000000000001,10.6453,,,,,,,,
9393,0.8300000000000001,0.0,5.292,,,,,,,,
9926,0.88,0.056,-4.7382,,,,,,,,
9300,0.8200000000000001,0.016,7.6521,,,,,,,,
10044,0.89,0.09,-10.9101,,,,,,,,
9309,0.8200000000000001,0.034,7.6605,,,,,,,,
10170,0.9,0.14,-8.278,,,,,,,,
10140,0.9,0.08,-17.0323,,,,,,,,
10045,0.89,0.092,-9.7885,,,,,,,,
10093,0.89,0.188,-2.9744,,,,,,,,
9994,0.88,0.192,5.9433,,,,,,,,
9947,0.88,0.098,1.0284,,,,,,,,
10070,0.89,0.14200000000000002,-4.0177,,,,,,,,
9952,0.88,0.108,2.0753,,,,,,,,
10231,0.233,0.0,17.9558,6.6046,11.351,3.613,4.426,-0.514,-0.92,0.988,1.038
10206,-0.1,0.111,18.9961,4.5322,14.464,2.573,3.532,-0.285,-1.287,0.992,1.036
10234,0.233,0.067,18.0034,5.8792,12.124,3.891,4.078,-1.046,-1.045,0.987,1.04
10202,-0.1,0.022,16.0938,4.318,11.776,2.54,2.672,-0.302,-0.591,0.994,1.028
10289,0.789,0.178,17.4776,1.3361,16.141,-0.875,2.142,0.347,-0.277,0.866,1.24
10227,0.122,0.133,16.8634,2.9013,13.962,1.893,1.353,-0.322,-0.023,0.99,1.038
10208,-0.1,0.155,21.6249,4.5346,17.09,3.033,3.274,-0.585,-1.186,0.99,1.044
10213,0.011,0.044,14.8058,3.7051,11.101,1.733,2.183,0.141,-0.351,0.995,1.026
10258,0.456,0.155,22.5605,5.2436,17.317,2.574,3.65,-0.039,-0.941,0.96,1.093
10252,0.456,0.022,10.3892,-3.3965,13.786,-2.491,-2.347,0.776,0.666,0.964,1.08
10256,0.456,0.111,19.0631,3.4834,15.58,1.634,2.027,0.136,-0.313,0.962,1.087
10204,-0.1,0.067,17.0953,4.4169,12.678,2.4,3.114,-0.174,-0.923,0.994,1.031
8939,0.78,0.10200000000000001,13.65,,,,,,,,
9303,0.8200000000000001,0.022,7.6164,,,,,,,,
4858,0.38,0.02,8.0457,,,,,,,,
3361,0.23,0.056,18.1974,,,,,,,,
10124,0.9,0.048,-20.1684,,,,,,,,
7374,0.63,0.002,18.6854,,,,,,,,
185,-0.09000000000000001,0.168,22.4281,,,,,,,,
5214,0.41000000000000003,0.126,19.4269,,,,,,,,
4471,0.33999999999999997,0.054,10.5822,,,,,,,,
606,-0.04000000000000001,0.0,15.8963,,,,,,,,
9913,0.88,0.03,-5.9802,,,,,,,,
1791,0.07,0.148,17.2731,,,,,,,,
8792,0.77,0.01,14.943,,,,,,,,
4051,0.30000000000000004,0.022,11.3179,,,,,,,,
10078,0.89,0.158,-3.6001,,,,,,,,
3336,0.23,0.006,18.2417,,,,,,,,
149,-0.09000000000000001,0.096,18.3593,,,,,,,,
9794,0.86,0.196,14.209,,,,,,,,
9933,0.88,0.07,-2.782,,,,,,,,
9700,0.86,0.008,-1.2713,,,,,,,,
9501,0.8400000000000001,0.014,3.8047,,,,,,,,
10025,0.89,0.052000000000000005,-14.6136,,,,,,,,
9844,0.87,0.094,6.2134,,,,,,,,
10091,0.89,0.184,-2.9602,,,,,,,,
10132,0.9,0.064,-18.7873,,,,,,,,
9793,0.86,0.194,14.1887,,,,,,,,
9797,0.87,0.0,-1.4773,,,,,,,,
9898,0.88,0.0,-6.5305,,,,,,,,
10068,0.89,0.138,-4.1494,,,,,,,,
9786,0.86,0.18,14.5331,,,,,,,,
10113,0.9,0.026000000000000002,-21.2397,,,,,,,,
10159,0.9,0.11800000000000001,-11.1629,,,,,,,,
9837,0.87,0.08,4.4655,,,,,,,,
10158,0.9,0.116,-11.3333,,,,,,,,
10259,0.456,0.178,23.5903,5.2143,18.376,2.673,3.949,-0.242,-1.165,0.959,1.096
10212,0.011,0.022,14.6275,3.8314,10.796,1.811,2.276,0.118,-0.373,0.995,1.025
10266,0.567,0.111,17.7886,1.4497,16.339,0.548,1.22,-0.28,-0.038,0.94,1.122
10270,0.567,0.2,22.769,2.6304,20.139,1.297,1.745,-0.199,-0.213,0.936,1.135
9816,0.87,0.038,-1.5782,,,,,,,,
9332,0.8200000000000001,0.08,10.8096,,,,,,,,
5858,0.48,0.0,11.0467,,,,,,,,
7176,0.61,0.01,17.6212,,,,,,,,
2442,0.13999999999999999,0.036000000000000004,19.0588,,,,,,,,
4342,0.31999999999999995,0.2,21.1782,,,,,,,,
1918,0.07999999999999999,0.2,19.385,,,,,,,,
5525,0.44000000000000006,0.14200000000000002,21.5345,,,,,,,,
1090,0.0,0.16,19.2061,,,,,,,,
9938,0.88,0.08,-1.5711,,,,,,,,
8151,0.7000000000000001,0.14200000000000002,16.3705,,,,,,,,
1620,0.06,0.008,15.5798,,,,,,,,
10184,0.9,0.168,-7.6124,,,,,,,,
9772,0.86,0.152,13.5157,,,,,,,,
9561,0.8400000000000001,0.134,16.5998,,,,,,,,
9979,0.88,0.162,5.2252,,,,,,,,
9706,0.86,0.02,-1.723,,,,,,,,
10081,0.89,0.164,-3.5448,,,,,,,,
9840,0.87,0.08600000000000001,5.2361,,,,,,,,
10230,0.122,0.2,18.7426,0.849,17.894,0.724,0.02,-0.143,0.248,0.987,1.051
10293,0.9,0.044,-20.3241,-1.9627,-18.361,-1.517,-1.046,0.061,0.539,0.808,1.276
10296,0.9,0.111,-12.6788,3.0797,-15.758,3.766,1.057,-1.714,-0.029,0.81,1.277
8804,0.77,0.034,13.6702,,,,,,,,
1920,0.09,0.002,17.1369,,,,,,,,
9191,0.81,0.0,11.1329,,,,,,,,
9605,0.8500000000000001,0.02,1.9094,,,,,,,,
10049,0.89,0.1,-8.5025,,,,,,,,
9962,0.88,0.128,3.5146,,,,,,,,
10024,0.89,0.05,-14.7526,,,,,,,,
10211,0.011,0.0,14.5727,3.8783,10.694,1.843,2.312,0.107,-0.383,0.995,1.025
10163,0.9,0.126,-8.7518,,,,,,,,
4654,0.36,0.016,8.1767,,,,,,,,
9408,0.8300000000000001,0.03,6.2225,,,,,,,,
4989,0.39,0.08,13.238,,,,,,,,
9888,0.87,0.182,10.4218,,,,,,,,
10203,-0.1,0.044,16.4733,4.3583,12.115,2.46,2.833,-0.232,-0.703,0.994,1.029
6056,0.49,0.194,24.3254,,,,,,,,
9968,0.88,0.14,4.0263,,,,,,,,
1818,0.07999999999999999,0.0,16.5895,,,,,,,,
